Structure,Molecule name,CAS,SMILES,ID_base,,ID_asignado,ID_concatenado,DB source,DB soubsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,Mode of action,Data Base source reference
,Fluoxapiprolin (Ref: BCS-CS55621),,CS(=O)(=O)OC1=C(C(=CC=C1)Cl)C2CC(=NO2)C3=CSC(=N3)C4CCN(CC4)C(=O)CN5C(=CC(=N5)C(F)F)C(F)F,3195,,#¡REF!,423_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,650.073,#¡VALOR!,#¡VALOR!,Oxysterol-binding protein homologue inhibition (OSBPI).,
,,,-,3200,,#¡REF!,425_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Succinate dehydrogenase inhibitor (SDHI),
,Oxazosulfyl (Ref: S-1587),,CCS(=O)(=O)C1=C(N=CC=C1)C2=NC3=C(O2)C=CC(=C3)S(=O)(=O)C(F)(F)F,3202,,#¡REF!,426_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,420.387,#¡VALOR!,#¡VALOR!,Broad spectrum control,
,,,-,3203,,#¡REF!,427_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,A tubulin polymerization promoter,
,,,-,3204,,#¡REF!,428_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,As a fungicide it is broad spectrum and acts on the respiratory chain of the fungal mitochondrion to inhibit SDH activity,
,,,-,3236,,#¡REF!,429_PPDB,PPDB,,acute,,rat,oral,=,1212,mg/kg,,#¡DIV/0!,#¡DIV/0!,Contact with protective and curative action. Respiration inhibitor. Uncoupler of oxidative phosphorylation via disruption of proton gradient.,
,,,-,3237,,#¡REF!,430_PPDB,PPDB,,acute,,rat,oral,=,1212,mg/kg,,#¡DIV/0!,#¡DIV/0!,Contact with protective and curative action. Respiration inhibitor. Uncoupler of oxidative phosphorylation via disruption of proton gradient.,
,,,-,3251,,#¡REF!,432_PPDB,PPDB,,acute,,rat,oral,=,25,mg/kg,,#¡DIV/0!,#¡DIV/0!,"Non-systemic, with contact and stomach action. Cell membrane disruption. Uncoupler of oxidative phosphorylation via disruption of proton gradient.",
,,,-,3252,,#¡REF!,433_PPDB,PPDB,,acute,,rat,oral,=,25,mg/kg,,#¡DIV/0!,#¡DIV/0!,"Non-systemic, with contact and stomach action. Cell membrane disruption. Uncoupler of oxidative phosphorylation via disruption of proton gradient.",
,,,-,3253,,#¡REF!,434_PPDB,PPDB,,acute,,rat,oral,=,25,mg/kg,,#¡DIV/0!,#¡DIV/0!,"Non-systemic, with contact and stomach action. Cell membrane disruption. Uncoupler of oxidative phosphorylation via disruption of proton gradient.",
,Sucrose,,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,3268,,#¡REF!,435_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,342.296,#¡VALOR!,#¡VALOR!,Stimulates plant natural defence systems and used as an lure to improve pesticide exposure,
,Vinegar,,CC(=O)O,3273,,#¡REF!,436_PPDB,PPDB,,acute,,rat,oral,=,3350,mg/kg,60.0518,0.0558,1.2535,-,
,Aminopyrofen (Ref: AKD 5195),,CC1=NC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)OC3=CC=CC=C3)N,3295,,#¡REF!,438_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,334.374,#¡VALOR!,#¡VALOR!,Inhibits the GWT-1 protein in glycosylphosphatidylinositol-anchor biosynthesis,
,Inpyrfluxam (Ref: S-2399),,CC1CC(C2=C1C(=CC=C2)NC(=O)C3=CN(N=C3C(F)F)C)(C)C,3296,,#¡REF!,439_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,333.381,#¡VALOR!,#¡VALOR!,Succinate Dehydrogenase Inhibitor (SDHI),
,,,-,3351,,#¡REF!,440_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Succinate DeHydrogenase Inhibitor,
,,,-,3353,,#¡REF!,441_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,-,
,,,-,3354,,#¡REF!,442_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,"Complex III or MET III electron transport inhibition, QiI (quinone inside Inhibition)",
,,,-,3355,,#¡REF!,443_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,-,
,Dazomet-sodium,,CN1CN(C(=S)S[CH-]1)C.[Na+],3387,,#¡REF!,444_PPDB,PPDB,,acute,,rat,oral,=,415,mg/kg,184.262,0.0023,2.6474,Releases methyl isothiocyanate. Multi-site activity.,
,Dodemorph benzoate,,CC1CN(CC(O1)C)C2CCCCCCCCCCC2.C1=CC=C(C=C1)C(=O)O,3388,,#¡REF!,445_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,403.605,#¡VALOR!,#¡VALOR!,Systemic with protective and curative action. Inhibits sterol biosuntgesis in membranes,
,Metam,,CNC(=S)S,3396,,#¡REF!,446_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,107.201,#¡VALOR!,#¡VALOR!,"Soil fumigant, binds to oxygen carrying molecules and prevents tissues from using oxygen. Multi-site activity.",
,Metam-ammonium,,CNC(=S)S.N,3397,,#¡REF!,447_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,124.232,#¡VALOR!,#¡VALOR!,"Soil fumigant, binds to oxygen carrying molecules and prevents tissues from using oxygen. Multi-site activity.",
,Acibenzolar,,C1=CC(=C2C(=C1)N=NS2)C(=O)S,3405,,#¡REF!,448_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,196.254,#¡VALOR!,#¡VALOR!,Systemic Activated Resistance (SAR). Induces host plant defence.,
,,,-,3410,,#¡REF!,449_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Systemic with curative and protectant activity. Inhibition of mitosis and cell division (Beta-tubulin assembly in mitosis).,
,,,-,3411,,#¡REF!,450_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Systemic with curative and protectant activity. Inhibition of mitosis and cell division (Beta-tubulin assembly in mitosis).,
,Imazalil nitrate,,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl.[N+](=O)(O)[O-],3422,,#¡REF!,451_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,360.196,#¡VALOR!,#¡VALOR!,Systemic with curative and protective properties. Disrupts membrane function.,
,Imazalil sulfate,,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl.OS(=O)(=O)O,3423,,#¡REF!,452_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,395.262,#¡VALOR!,#¡VALOR!,Systemic with curative and protective properties. Disrupts membrane function.,
,,,-,3449,,#¡REF!,453_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,-,
,Prochloraz manganese complex (Ref: BTS 46828),,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.Cl[Mn]Cl,3455,,#¡REF!,454_PPDB,PPDB,,acute,,rat,oral,=,1023,mg/kg,879.184,0.0012,2.9342,Broad-spectrum with protectant and eradicant properties. Disrupts membrane function.,
,Prochloraz manganese chloride complex,,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.Cl[Mn]Cl,3456,,#¡REF!,455_PPDB,PPDB,,acute,,rat,oral,=,1023,mg/kg,1632.52,0.0006,3.2030,Broad-spectrum with protectant and eradicant properties. Disrupts membrane function.,
,,,-,3459,,#¡REF!,457_PPDB,PPDB,,acute,,rat,oral,=,1023,mg/kg,,#¡DIV/0!,#¡DIV/0!,Broad-spectrum with protectant and eradicant properties. Disrupts membrane function.,
,,,-,3464,,#¡REF!,458_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,-,
,Sodium tetrathiocarbonate (Ref: GY-81),,C(=S)([S-])S[S-].[Na+].[Na+],3485,,#¡REF!,460_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,186.255,#¡VALOR!,#¡VALOR!,"Non-systemic, fumigant action",
,Pefurazoate (Ref: UR-0003),,CCC(C(=O)OCCCC=C)N(CC1=CC=CO1)C(=O)N2C=CN=C2,3486,,#¡REF!,461_PPDB,PPDB,,acute,,rat,oral,=,981,mg/kg,345.398,0.0028,2.5467,Preventative and curative activity - prevents the formation of germ tubes and hyphae. Ergosterol biosynthesis inhibitor,
,Calcium propionate,,CCC(=O)[O-].CCC(=O)[O-].[Ca+2],3497,,#¡REF!,462_PPDB,PPDB,,acute,,rat,oral,=,3920,mg/kg,186.219,0.0211,1.6767,Accumulates in the cell and competes with alanine and other amino acids necessary for the growth of microorganisms,
,Potassium orthophosphate,,OP(=O)([O-])[O-].[K+].[K+],3503,,#¡REF!,463_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,174.174,#¡VALOR!,#¡VALOR!,"Mixed mode of action involving direct toxicity to the pathogen, aided by a boosting of the plant’s defense mechanisms due the fertilizing properties of the compound.",
,Kasugamycin phosphate,,CC1C(CC(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)N=C(C(=O)O)N.OP(=O)(O)O,3509,,#¡REF!,464_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,477.358,#¡VALOR!,#¡VALOR!,"Contact action resulting in the inhibition of protein biosynthesis reducing bacterial growth and reproduction (bacteriostatic), rather than killing the bacteria directly.",
,Quinconazole,,C1=CC=C2C(=C1)C(=O)N(C(=N2)N3C=NC=N3)C4=C(C=C(C=C4)Cl)Cl,3511,,#¡REF!,465_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,358.187,#¡VALOR!,#¡VALOR!,Absorbed through foliage. Systemic with protectant and eradicant activity. Disrupts membrane function. Sterol biosynthesis inhibitor.,
,,,-,3513,,#¡REF!,466_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Contact and protectant,
,Myclobutanil hydrochloride,,CC(CCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl)O,3514,,#¡REF!,467_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,304.78,#¡VALOR!,#¡VALOR!,"Broad spectrum, systemic with protective, eradicative and curative action. Disrupts membrane function by inhibiting sterol biosynthesis.",
,Oxpoconazole,,CC1(COC(N1C(=O)N2C=CN=C2)(C)CCCC3=CC=C(C=C3)Cl)C,3521,,#¡REF!,468_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,361.872,#¡VALOR!,#¡VALOR!,"Systemic, curative with residual activity, inhibits ergosterol biosynthesis",
,,,-,3525,,#¡REF!,469_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Respiratory & stomach action. Acts by uncoupling oxidative phosphorylation in the tapeworm,
,Niclosamide-sodium,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)[O-].[Na+],3526,,#¡REF!,470_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,349.105,#¡VALOR!,#¡VALOR!,Respiratory & stomach action. Acts by uncoupling oxidative phosphorylation in the tapeworm,
,Prothiocarb hydrochloride,,CCSC(=O)NCCCN(C)C.Cl,3537,,#¡REF!,471_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,226.771,#¡VALOR!,#¡VALOR!,"Lipid synthesis inhibitor, involves interference with membrane function. Slowly translocated.",
,Dicopper carbonate dihydroxide,,C(=O)([O-])[O-].[OH-].[OH-].[Cu+2].[Cu+2],3586,,#¡REF!,475_PPDB,PPDB,,acute,,rat,oral,=,159,mg/kg,221.114,0.0007,3.1432,"Protective, inhibiting fungal spores and pathogens from entering the host tissues. Multi-site activity.",
,Rabenzazole,,CC1=CC(=NN1C2=NC3=CC=CC=C3N2)C,3606,,#¡REF!,476_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,212.255,#¡VALOR!,#¡VALOR!,Inhibits the synthesis of β-tubulin during mitosis of fungi,
,Dibutyl succinate,,CCCCOC(=O)CCC(=O)OCCCC,3607,,#¡REF!,477_PPDB,PPDB,,acute,,rat,oral,=,8830,mg/kg,230.303,0.0383,1.4163,Insect repellent but there is also some evidence that dibutyl succinate causes mortality in nymphs of the green peach aphid and inhibits the growth of fungal plant pathogens,
,Methylmercury dicyanamide,,C[Hg]N=C(N)NC#N,3615,,#¡REF!,479_PPDB,PPDB,,acute,,rat,oral,=,68,mg/kg,298.699,0.0002,3.6427,Toxic to most living organisms,
,Quinacetol,,CC(=O)C1=C2C=CC=NC2=C(C=C1)O,3619,,#¡REF!,480_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,187.197,#¡VALOR!,#¡VALOR!,-,
,Quinacetol sulphate,,CC(=O)C1=C2C=CC=NC2=C(C=C1)O.CC(=O)C1=C2C=CC=NC2=C(C=C1)O.OS(=O)(=O)O,3620,,#¡REF!,481_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,472.473,#¡VALOR!,#¡VALOR!,-,
,Triarimol,,C1=CC=C(C=C1)C(C2=C(C=C(C=C2)Cl)Cl)(C3=CN=CN=C3)O,3630,,#¡REF!,482_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,331.201,#¡VALOR!,#¡VALOR!,Inhibitor of ergosterol biosynthesis,
,D-tagatose (Ref: IFP48),,C1C(C(C(C(O1)(CO)O)O)O)O,3649,,#¡REF!,483_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,180.155,#¡VALOR!,#¡VALOR!,Protective and preventative. Inhibits mannose metabolism essential for oomycetes development.,
,,,-,3654,,#¡REF!,484_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Direct inhibition of the pathogen via mycelial growth and enhanced host defence responses in the plant,
,,,-,3655,,#¡REF!,485_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Direct inhibition of the pathogen via mycelial growth and enhanced host defence responses in the plant,
,,,-,3658,,#¡REF!,486_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,-,
,,,-,3663,,#¡REF!,488_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,"Multi-modes of action cited in literature, mainly as a plant strengthener providing improved resistance to insect and fungal attacks",
,,,-,3667,,#¡REF!,489_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,As a fungicide it inhibiting mycelium growth,
,,,-,3668,,#¡REF!,490_PPDB,PPDB,,acute,,rat,oral,=,-,mg/kg,,#¡VALOR!,#¡VALOR!,Physical brarrier - the substance provides a waterproofing effect which inhibits fungal infections that thrive in damp conditions,
