Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,Source URL,ToxVal_ID,Chemical_ID
,Dithianon,3347-22-6,N#CC1=C(C#N)SC(C(c(cccc2)c2C2=O)=O)=C2S1,DTXSID8040270,,280,280_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,640,mg/kg,296.33,0.0022,2.6656,,Joint FAO/WHO Meeting on Pesticide Residues Report 1993,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928859,ToxVal00025_458fb906bf1cd332
,Butralin,33629-47-9,CCC(C)Nc(c([N+]([O-])=O)cc(C(C)(C)C)c1)c1[N+]([O-])=O,DTXSID3032337,,281,281_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1049,mg/kg,295.338,0.0036,2.4495,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928860,ToxVal00025_4eefb436d454ed86
,Terbumeton,33693-04-8,CCNc1nc(OC)nc(NC(C)(C)C)n1,DTXSID1042445,,282,282_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,483,mg/kg,225.295,0.0021,2.6688,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928861,ToxVal00025_fe22986d8f79016f
,Temephos,3383-96-8,COP(OC)(Oc(cc1)ccc1Sc(cc1)ccc1OP(OC)(OC)=S)=S,DTXSID1032484,,283,283_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,4000,mg/kg,466.475,0.0086,2.0668,,WHO/FAO Report 8; International Chemical Safety Card 199; Joint FAO/WHO Meeting on Pesticide Residues Report 2008,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928862,ToxVal00025_6fe7224b35819c0a
,Tebuthiuron,34014-18-1,CC(C)(C)c1nnc(N(C)C(NC)=O)[s]1,DTXSID3024316,,284,284_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,644,mg/kg,228.319,0.0028,2.5497,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928863,ToxVal00025_5f92e4d1649d3aac
,Isoproturon,34123-59-6,CC(C)c(cc1)ccc1NC(N(C)C)=O,DTXSID1042077,,285,285_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1800,mg/kg,206.288,0.0087,2.0592,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928864,ToxVal00025_af9d87c006c7f729
,Dimefuron,34205-21-5,CC(C)(C)C(OC1=O)=NN1c(ccc(NC(N(C)C)=O)c1)c1Cl,DTXSID6058059,,286,286_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,2000,mg/kg,338.794,0.0059,2.2289,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928865,ToxVal00025_1f01ffa96012e099
,Acetochlor,34256-82-1,CCc(cccc1C)c1N(COCC)C(CCl)=O,DTXSID8023848,,287,287_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2950,mg/kg,269.771,0.0109,1.9612,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928866,ToxVal00025_87ba108450083fc8
,Prothiofos,34643-46-4,CCCSP(OCC)(Oc(ccc(Cl)c1)c1Cl)=S,DTXSID8042349,,288,288_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,925,mg/kg,345.25,0.0027,2.5720,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928867,ToxVal00025_7aa7e7950e96a2fd
,Butocarboxim,34681-10-2,CC(C(C)=NOC(NC)=O)SC,DTXSID5058062,,289,289_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,158,mg/kg,190.266,0.0008,3.0807,,Joint FAO/WHO Meeting on Pesticide Residues Report 1986a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928868,ToxVal00025_af92d95a7fb1c17d
,Butoxycarboxim,34681-23-7,CC(C(C)=NOC(NC)=O)S(C)(=O)=O,DTXSID0041698,,290,290_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,dermal,=,288,mg/kg,222.264,0.0013,2.8875,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928869,ToxVal00025_f91e9259d2cd91f5
,Butam,35256-85-0,CC(C)N(Cc1ccccc1)C(C(C)(C)C)=O,DTXSID5041691,,291,291_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,6210,mg/kg,233.354,0.0266,1.5749,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928870,ToxVal00025_04f32bc03bfce7ba
,Diflubenzuron,35367-38-5,O=C(c(c(F)ccc1)c1F)NC(Nc(cc1)ccc1Cl)=O,DTXSID1024049,,292,292_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,4640,mg/kg,310.686,0.0149,1.8258,,"WHO/FAO Report 77, Environmental Health Criteria Monograph 184; Health and Safety Guide 99; Joint FAO/WHO Meeting on Pesticide Residues Report 2002",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928871,ToxVal00025_1db9d30898e85739
,2-Hydroxyethyl octyl sulfide,3547-33-9,CCCCCCCCSCCO,DTXSID6032516,,293,293_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,8530,mg/kg,190.35,0.0448,1.3486,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928872,ToxVal00025_cd421d71f275bf56
,Imazalil,35554-44-0,C=CCOC(C[n]1cncc1)c(ccc(Cl)c1)c1Cl,DTXSID8024151,,294,294_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,227,mg/kg,297.184,0.0008,3.1170,,"International Chemical Safety Card 1303; Joint FAO/WHO Meeting on Pesticide Residues Report 2001, 2002, 2006b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928873,ToxVal00025_05cd3a5b1c7f29ea
,Azamethiphos,35575-96-3,COP(OC)(SCN(c(c(O1)c2)ncc2Cl)C1=O)=O,DTXSID9034818,,295,295_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1010,mg/kg,324.68,0.0031,2.5071,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928874,ToxVal00025_c5d9de1d6f502802
,Butamiphos,36335-67-8,CCC(C)NP(OCC)(Oc(cc(C)cc1)c1[N+]([O-])=O)=S,DTXSID5058068,,296,296_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,630,mg/kg,332.36,0.0019,2.7223,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928875,ToxVal00025_099433d5d0b1ca23
,"3-(3,5-Dichlorophenyl)-N-(1-methylethyl)-2,4-dioxo-1-imidazolidinecarboxamide",36734-19-7,CC(C)NC(N(CC(N1c2cc(Cl)cc(Cl)c2)=O)C1=O)=O,DTXSID3024154,,297,297_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3500,mg/kg,330.17,0.0106,1.9747,,Joint FAO/WHO Meeting on Pesticide Residues Report 1996b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928876,ToxVal00025_7b0f1bee4c5ee95d
,Tiocarbazil,36756-79-3,CCC(C)N(C(C)CC)C(SCc1ccccc1)=O,DTXSID6034425,,298,298_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,10000,mg/kg,279.447,0.0358,1.4463,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928877,ToxVal00025_0ce07f170f035bf2
,Sulfotepp,3689-24-5,CCOP(OCC)(OP(OCC)(OCC)=S)=S,DTXSID7024328,,299,299_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,5,mg/kg,322.322,0.0000,4.8093,,International Chemical Safety Card 985,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928878,ToxVal00025_960ccd1c24d4302c
,Chlorophacinone,3691-35-8,O=C(C(c1ccccc1)c(cc1)ccc1Cl)C(C(c1c2cccc1)=O)C2=O,DTXSID2032348,,300,300_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3.1,mg/kg,374.822,0.0000,5.0825,,WHO/FAO Report 62; Environmental Health Criteria Monograph 175,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928879,ToxVal00025_66d2ee781742eb9c
,Validamycin,37248-47-8,OC[C@H](C[C@H]([C@H]([C@@H]1O)O)N[C@@H]([C@H]([C@@H]2O)O)C=C(CO)[C@@H]2O)[C@@H]1O[C@H]([C@H]([C@@H]1O)O)O[C@@H](CO)[C@@H]1O,DTXSID4058073,,301,301_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,497.492,0.0201,1.6968,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928880,ToxVal00025_03acb89515d6c036
,"3,5-Pyridinedicarboxylic acid, diisopropyl ester",3737-22-2,CC(C)OC(c1cc(C(OC(C)C)=O)cnc1)=O,DTXSID40190813,,302,302_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,5230,mg/kg,251.281,0.0208,1.6817,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928881,ToxVal00025_aa7631d13faba160
,"4,6-Dichloro-2-phenylpyrimidine",3740-92-9,Clc1cc(Cl)nc(-c2ccccc2)n1,DTXSID90190843,,303,303_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,225.078,0.0222,1.6534,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928882,ToxVal00025_49584d212838c7fb
,Mandipropamid,374726-62-2,COc(cc(CCNC(C(c(cc1)ccc1Cl)OCC#C)=O)cc1)c1OCC#C,DTXSID4058075,,304,304_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,411.884,0.0121,1.9158,,Joint FAO/WHO Meeting on Pesticide Residues Report 2009a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928883,ToxVal00025_a886aca93ddb3d90
,Fenobucarb,3766-81-2,CCC(C)c(cccc1)c1OC(NC)=O,DTXSID4058077,,305,305_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,620,mg/kg,207.272,0.0030,2.5241,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928884,ToxVal00025_674eda1ba752ace8
,Dichlormid,37764-25-3,C=CCN(CC=C)C(C(Cl)Cl)=O,DTXSID4027997,,306,306_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2080,mg/kg,208.087,0.0100,2.0002,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928885,ToxVal00025_f9b3d83643d41859
,Benazolin,3813-05-6,OC(CN(c(c(S1)ccc2)c2Cl)C1=O)=O,DTXSID2041620,,307,307_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3200,mg/kg,243.67,0.0131,1.8817,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928886,ToxVal00025_168db9b39aed2f70
,Ioxynil octanoate,3861-47-0,CCCCCCCC(Oc(c(I)cc(C#N)c1)c1I)=O,DTXSID8042054,,308,308_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,390,mg/kg,497.105,0.0008,3.1054,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928887,ToxVal00025_ad9c8e45df554060
,Fuberidazole,3878-19-1,c1c[o]c(-c2nc(cccc3)c3[nH]2)c1,DTXSID4041995,,309,309_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,336,mg/kg,184.198,0.0018,2.7389,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928888,ToxVal00025_875dc92bec632099
,"3,3-Dimethyl-1-(methylthio)butanone-O-(N-methylcarbamoyl)oxime",39196-18-4,CC(C)(C)C(CSC)=NOC(NC)=O,DTXSID4042468,,310,310_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,8,mg/kg,218.32,0.0000,4.4360,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928889,ToxVal00025_6613cf09031d302c
,Dinocap,39300-45-3,,DTXSID3040352,,311,311_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,980,mg/kg,,#¡DIV/0!,#¡DIV/0!,,International Chemical Safety Card 881; Joint FAO/WHO Meeting on Pesticide Residues Report 1999,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928890,ToxVal00025_e174a5b059ba967b
,Cyphenothrin,39515-40-7,CC(C)(C1C=C(C)C)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID4032536,,312,312_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,318,mg/kg,375.467,0.0008,3.0721,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928891,ToxVal00025_8eaa68ae4233ac63
,Diclofop,40843-25-2,CC(C(O)=O)Oc(cc1)ccc1Oc(ccc(Cl)c1)c1Cl,DTXSID5041859,,313,313_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,565,mg/kg,327.162,0.0017,2.7627,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928892,ToxVal00025_82795716f5419e5b
,Pendimethalin,40487-42-1,CCC(CC)Nc(c([N+]([O-])=O)cc(C)c1C)c1[N+]([O-])=O,DTXSID7024245,,314,314_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1050,mg/kg,281.311,0.0037,2.4280,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928893,ToxVal00025_5e3f66715bfe82e6
,Methoprene,40596-69-8,CC(C)OC(/C=C(\C)/C=C/C[C@@H](C)CCCC(C)(C)OC)=O,DTXSID8032627,,315,315_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,310.476,0.0322,1.4920,,"WHO/FAO Report 47; Joint FAO/WHO Meeting on Pesticide Residues Report 1987b, 2002",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928894,ToxVal00025_8aec252476c76bd2
,Azocyclotin,41083-11-8,C(CC1)CCC1[Sn](C1CCCCC1)(C1CCCCC1)[n]1ncnc1,DTXSID2058091,,316,316_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,80,mg/kg,436.229,0.0002,3.7366,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1990, 1995b, 2006b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928895,ToxVal00025_d45f3a78d005f5c1
,Profenofos,41198-08-7,CCCSP(OCC)(Oc(ccc(Br)c1)c1Cl)=O,DTXSID3032464,,317,317_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,358,mg/kg,373.634,0.0010,3.0186,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1991, 2008",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928896,ToxVal00025_32a529669fd76618
,Hydroprene,41096-46-2,CCOC(/C=C(\C)/C=C/CC(C)CCCC(C)C)=O,DTXSID9042049,,318,318_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,266.423,0.0375,1.4256,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928897,ToxVal00025_c684d91730df8b31
,Metamitron,41394-05-2,CC(N1N)=NN=C(c2ccccc2)C1=O,DTXSID7047568,,319,319_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1183,mg/kg,202.216,0.0059,2.2328,,International Chemical Safety Card 1361,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928898,ToxVal00025_bc00f5dcb03166e1
,Bupirimate,41483-43-6,CCCCc1c(C)nc(NCC)nc1OS(N(C)C)(=O)=O,DTXSID6041688,,320,320_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,4000,mg/kg,316.425,0.0126,1.8982,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928899,ToxVal00025_e76741ac8131b196
,N-Ethylperfluorooctanesulfonamide,4151-50-2,CCNS(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O,DTXSID1032646,,321,321_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,543,mg/kg,527.195,0.0010,2.9872,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928900,ToxVal00025_1fbe7b737e76da37
,"2,7,8,9-Tricyclazole",41814-78-2,Cc1cccc([s]2)c1[n]1c2nnc1,DTXSID7037478,,322,322_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,305,mg/kg,189.242,0.0016,2.7927,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928901,ToxVal00025_e3ceaeae14cf6fae
,Bifenox,42576-02-3,COC(c(cc(cc1)Oc(ccc(Cl)c2)c2Cl)c1[N+]([O-])=O)=O,DTXSID1040320,,323,323_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,6400,mg/kg,342.133,0.0187,1.7280,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928902,ToxVal00025_e6653ce441e162bd
,Daimuron,42609-52-9,CC(C)(c1ccccc1)NC(Nc1ccc(C)cc1)=O,DTXSID2058099,,324,324_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,268.359,0.0186,1.7297,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928903,ToxVal00025_d25798709b13b6f4
,Methyldymron,42609-73-4,CC(C)(c1ccccc1)NC(N(C)c1ccccc1)=O,DTXSID4058100,,325,325_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3948,mg/kg,268.359,0.0147,1.8323,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928904,ToxVal00025_bdb7e8fa1310464d
,Oxyfluorfen,42874-03-3,CCOc(cc(cc1)Oc(ccc(C(F)(F)F)c2)c2Cl)c1[N+]([O-])=O,DTXSID7024241,,326,326_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,361.702,0.0138,1.8594,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928905,ToxVal00025_b89121ea10892585
,Triadimefon,43121-43-3,CC(C)(C)C(C([n]1ncnc1)Oc(cc1)ccc1Cl)=O,DTXSID3023897,,327,327_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,602,mg/kg,293.753,0.0020,2.6884,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1986b, 2005",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928906,ToxVal00025_d5abbb46fe7daa72
,Difenzoquat metilsulfate,43222-48-6,C[n](c(-c1ccccc1)c1)[n+](C)c1-c1ccccc1.COS([O-])(=O)=O,DTXSID6024048,,328,328_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,470,mg/kg,360.433,0.0013,2.8847,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928907,ToxVal00025_73cc672acbc3a1a7
,9-Hydroxy-9H-fluorene-9-carboxylic acid,467-69-6,OC1(C(O)=O)c(cccc2)c2-c2c1cccc2,DTXSID0075029,,329,329_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,226.23,0.0221,1.6556,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928908,ToxVal00025_3799165d1d0296e3
,Chlorfenvinphos,470-90-6,CCOP(OCC)(OC(c(ccc(Cl)c1)c1Cl)=CCl)=O,DTXSID7034250,,330,330_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,31,mg/kg,359.572,0.0001,4.0644,,International Chemical Safety Card 1305; Joint FAO/WHO Meeting on Pesticide Residues Report 1995b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928909,ToxVal00025_60bef6437b5cdc72
,DDT,50-29-3,ClC(C(c(cc1)ccc1Cl)c(cc1)ccc1Cl)(Cl)Cl,DTXSID4020375,,331,331_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,113,mg/kg,354.49,0.0003,3.4965,,"WHO/FAO Report 21; Environmental Health Criteria Monograph 9, 83; IARC 53; International Chemical Safety Card 34; Joint FAO/WHO Meeting on Pesticide Residues Report 1985c, 2001",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928910,ToxVal00025_76fedda548b96554
,"2,3,6-Trichlorobenzoic acid",50-31-7,OC(c(c(Cl)ccc1Cl)c1Cl)=O,DTXSID6040296,,332,332_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1500,mg/kg,225.458,0.0067,2.1770,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928911,ToxVal00025_70d781b29336163b
,5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,50-65-7,[O-][N+](c(cc1)cc(Cl)c1NC(c(cc(cc1)Cl)c1O)=O)=O,DTXSID7040362,,333,333_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,5000,mg/kg,327.123,0.0153,1.8157,,WHO/FAO Report 63,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928912,ToxVal00025_fba7ed1dbaace0a9
,Chlorantraniliprole,500008-45-7,Cc1cc(Cl)cc(C(NC)=O)c1NC(c1cc(Br)n[n]1-c1ncccc1Cl)=O,DTXSID2044345,,334,334_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,483.152,0.0103,1.9851,,Joint FAO/WHO Meeting on Pesticide Residues Report 2009a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928913,ToxVal00025_572fd4ac5da91a76
,Vinclozolin,50471-44-8,CC(C=C)(C(N1c2cc(Cl)cc(Cl)c2)=O)OC1=O,DTXSID4022361,,335,335_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,10000,mg/kg,286.113,0.0350,1.4565,,Joint FAO/WHO Meeting on Pesticide Residues Report 1996b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928914,ToxVal00025_c7c2e649de8fedfc
,Isoprothiolane,50512-35-1,CC(C)OC(C(C(OC(C)C)=O)=C1SCCS1)=O,DTXSID8058110,,336,336_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1190,mg/kg,290.403,0.0041,2.3875,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928915,ToxVal00025_1a917f0c45c511b5
,Dimethachlor,50563-36-5,Cc1cccc(C)c1N(CCOC)C(CCl)=O,DTXSID3058111,,337,337_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1600,mg/kg,255.744,0.0063,2.2037,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928916,ToxVal00025_bce427b325d3a3ce
,Acifluorfen,50594-66-6,[O-][N+](c(ccc(Oc(ccc(C(F)(F)F)c1)c1Cl)c1)c1C(O)=O)=O,DTXSID0020022,,338,338_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1370,mg/kg,361.659,0.0038,2.4216,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928917,ToxVal00025_5278dc94d8f71b36
,Piperonyl butoxide,51-03-6,CCCC(Cc(cc1)cc2c1OCO2)[O-],DTXSID1021166,,339,339_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,7500,mg/kg,207.248,0.0362,1.4414,,IARC 30; Joint FAO/WHO Meeting on Pesticide Residues Report 1996b; International Chemical Safety Card 1347,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928918,ToxVal00025_b73d3e43bca37731
