Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,Source URL,ToxVal_ID,Chemical_ID
,Metolachlor,51218-45-2,CCc(cccc1C)c1N(C(C)COC)C(CCl)=O,DTXSID4022448,,340,340_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2780,mg/kg,283.798,0.0098,2.0090,,International Chemical Safety Card 1360,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928919,ToxVal00025_f9cd3d742f46e718
,Pretilachlor,51218-49-6,CCCOCCN(C(CCl)=O)c1c(CC)cccc1CC,DTXSID8058112,,341,341_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,6100,mg/kg,311.851,0.0196,1.7086,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928920,ToxVal00025_31e5748efe1e3c0e
,Hexazinone,51235-04-2,CN(C)C(N(C)C(N1C2CCCCC2)=O)=NC1=O,DTXSID4024145,,342,342_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1690,mg/kg,252.317,0.0067,2.1741,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928921,ToxVal00025_fc02051423117762
,Fenvalerate,51630-58-1,CC(C)C(C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O)c(cc1)ccc1Cl,DTXSID101017940,,343,343_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,450,mg/kg,419.907,0.0011,2.9699,,"WHO/FAO Report 90; Environmental Health Criteria Monograph 95, Health and Safety Guide 34; IARC 53; International Chemical Safety Card 273; Joint FAO/WHO Meeting on Pesticide Residues Report 1986c",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928922,ToxVal00025_e71fd57f861aedcf
,Thidiazuron,51707-55-2,O=C(Nc1cnn[s]1)Nc1ccccc1,DTXSID0032651,,344,344_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,4000,mg/kg,220.256,0.0182,1.7409,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928923,ToxVal00025_c5ca83a17d733282
,Bronopol,52-51-7,[O-][N+](C(CO)(CO)Br)=O,DTXSID8024652,,345,345_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,254,mg/kg,199.988,0.0013,2.8962,,International Chemical Safety Card 415,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928924,ToxVal00025_fbf3eb4749da7d4b
,Trichlorfon,52-68-6,COP(C(C(Cl)(Cl)Cl)O)(OC)=O,DTXSID0021389,,346,346_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,250,mg/kg,257.437,0.0010,3.0127,,"WHO/FAO Report 27; Environmental Health Criteria Monograph 132; Health and Safety Guide 66; IARC 30, Suppl 7; International Chemical Safety Card 585; Joint FAO/WHO Meeting on Pesticide Residues Report 1979; Joint FAO/ WHO Expert Committee on Food Additives 2000b, 2003",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928925,ToxVal00025_f0fe111ed8810b55
,Famphur,52-85-7,CN(C)S(c(cc1)ccc1OP(OC)(OC)=S)(=O)=O,DTXSID7041966,,347,347_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,48,mg/kg,325.345,0.0001,3.8311,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928926,ToxVal00025_998c641e92d2e8f5
,Dimethirimol,5221-53-4,CCCCc1c(C)nc(N(C)C)nc1O,DTXSID8041874,,348,348_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2350,mg/kg,209.292,0.0112,1.9497,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928927,ToxVal00025_33069508d0b8a0af
,Ethyl 3-(N-butylacetamido)propionate,52304-36-6,CCCCN(CCC(OCC)=O)C(C)=O,DTXSID9035753,,349,349_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,215.292,0.0232,1.6341,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928928,ToxVal00025_8209813c48160033
,Cypermethrin,52315-07-8,CC(C)(C1C=C(Cl)Cl)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID1023998,,350,350_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,86,mg/kg,416.303,0.0002,3.6849,,Health and Safety Guide 22; International Chemical Safety Card 246; Joint FAO/WHO Meeting on Pesticide Residues Report 2008,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928929,ToxVal00025_cc0f7387b8cd44f2
,Cypermethrin,52315-07-8,CC(C)(C1C=C(Cl)Cl)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID1023998,,351,351_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,250,mg/kg,416.303,0.0006,3.2215,,WHO/FAO Report 58; Environmental Health Criteria Monograph 82; Health and Safety Guide 22; International Chemical Safety Card 246; Joint FAO/ WHO Expert Committee on Food Additives 1996,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928930,ToxVal00025_a72845b128ed315a
,Carboxin,5234-68-4,CC1=C(C(Nc2ccccc2)=O)SCCO1,DTXSID0023951,,352,352_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3820,mg/kg,235.306,0.0162,1.7896,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928931,ToxVal00025_364eea5a4ce78d21
,Oxycarboxin,5259-88-1,CC(OCC1)=C(C(Nc2ccccc2)=O)S1(=O)=O,DTXSID8034792,,353,353_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2000,mg/kg,267.304,0.0075,2.1260,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928932,ToxVal00025_4b171ec8d786e10a
,Permethrin,52645-53-1,CC(C)(C1C=C(Cl)Cl)C1C(OCc1cc(Oc2ccccc2)ccc1)=O,DTXSID8022292,,354,354_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,500,mg/kg,391.293,0.0013,2.8935,,WHO/FAO Report 51; Environmental Health Criteria Monograph 94; Health and Safety Guide 33; IARC 53; International Chemical Safety Card 312;Joint FAO/WHO Meeting on Pesticide Residues Report 2000,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928933,ToxVal00025_6ac81623000bc1b2
,Prosulfocarb,52888-80-9,CCCN(CCC)C(SCc1ccccc1)=O,DTXSID3058119,,355,355_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1820,mg/kg,251.393,0.0072,2.1403,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928934,ToxVal00025_1aacfc63ca8cf1ed
,Deltamethrin,52918-63-5,CC(C)([C@H]1C=C(Br)Br)[C@@H]1C(O[C@@H](c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID8020381,,356,356_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,135,mg/kg,505.205,0.0003,3.5731,,WHO/FAO Report 50; Environmental Health Criteria Monograph 97; Health and Safety Guide 30; IARC 53; International Chemical Safety Card 247; Joint FAO/WHO Meeting on Pesticide Residues Report 2001,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928935,ToxVal00025_517dfbd371f90794
,Pyrimethanil,53112-28-0,Cc1nc(Nc2ccccc2)nc(C)c1,DTXSID8034877,,357,357_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,4150,mg/kg,199.256,0.0208,1.6814,,Joint FAO/WHO Meeting on Pesticide Residues Report 2009b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928936,ToxVal00025_1de6627427c99874
,Dazomet,533-74-4,CN(CN1C)CSC1=S,DTXSID7024902,,358,358_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,640,mg/kg,162.28,0.0039,2.4041,,International Chemical Safety Card 786,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928937,ToxVal00025_d68794170e5d518f
,Glufosinate,51276-47-2,CP(CCC(C(O)=O)N)(O)=O,DTXSID0043973,,359,359_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1625,mg/kg,181.127,0.0090,2.0471,,Joint FAO/WHO Meeting on Pesticide Residues Report 2000,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928938,ToxVal00025_9ad26a1f6268620b
,"4,6-Dinitro-o-cresol",534-52-1,Cc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O,DTXSID1022053,,360,360_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,25,mg/kg,198.134,0.0001,3.8990,,Joint FAO/WHO Meeting on Pesticide Residues Report 1965a; Environmental Health Criteria Monograph 220; International Chemical Safety Card 462,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928939,ToxVal00025_1021132e9cf92750
,Mefluidide,53780-34-0,CC(Nc1cc(NS(C(F)(F)F)(=O)=O)c(C)cc1C)=O,DTXSID7034709,,361,361_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1920,mg/kg,310.295,0.0062,2.2085,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928940,ToxVal00025_908b2fabc68141ba
,(-)-Nicotine,54-11-5,CN(CCC1)C1c1cccnc1,DTXSID1020930,,362,362_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,dermal,=,50,mg/kg,162.235,0.0003,3.5112,,International Chemical Safety Card 519,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928941,ToxVal00025_aab6cfe1df7afcd6
,Empenthrin,54406-48-3,CC/C=C(\C)/C(C#C)OC(C1C(C)(C)C1C=C(C)C)=O,DTXSID2058122,,363,363_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,2280,mg/kg,274.402,0.0083,2.0805,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928942,ToxVal00025_95637977f80d7e48
,Chlorethoxyfos,54593-83-8,CCOP(OCC)(OC(C(Cl)(Cl)Cl)Cl)=S,DTXSID2032344,,364,364_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1.8,mg/kg,336.002,0.0000,5.2711,,International Chemical Safety Card 1681,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928943,ToxVal00025_f082b5813de50960
,Fenthion,55-38-9,Cc(cc(cc1)OP(OC)(OC)=S)c1SC,DTXSID8020620,,365,365_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,dermal,=,586,mg/kg,278.332,0.0021,2.6767,,WHO/FAO Report 23; International Chemical Safety Card 655; Joint FAO/WHO Meeting on Pesticide Residues Report 1998b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928944,ToxVal00025_6d15917443dc1422
,Bitertanol,55179-31-2,CC(C)(C)C(C([n]1ncnc1)Oc(cc1)ccc1-c1ccccc1)O,DTXSID2037502,,366,366_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,337.422,0.0148,1.8292,,Joint FAO/WHO Meeting on Pesticide Residues Report 1999,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928945,ToxVal00025_bb1f9dbdd75410a5
,Triadimenol,55219-65-3,CC(C)(C)C(C([n]1ncnc1)Oc(cc1)ccc1Cl)O,DTXSID0032493,,367,367_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,900,mg/kg,295.769,0.0030,2.5167,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1990, 2005",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928946,ToxVal00025_e3258077312489fd
,Ethalfluralin,55283-68-6,CCN(CC(C)=C)c(c([N+]([O-])=O)cc(C(F)(F)F)c1)c1[N+]([O-])=O,DTXSID8032386,,368,368_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,333.265,0.0300,1.5228,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928947,ToxVal00025_f7075218b2b7e018
,Carbosulfan,55285-14-8,CCCCN(CCCC)SN(C)C(Oc1c2OC(C)(C)Cc2ccc1)=O,DTXSID5023950,,369,369_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,250,mg/kg,380.551,0.0007,3.1825,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1987a, 2004",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928948,ToxVal00025_7eae34b9ba8a2b63
,Dimethipin,55290-64-7,CC(S(CC1)(=O)=O)=C(C)S1(=O)=O,DTXSID0024052,,370,370_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1180,mg/kg,210.273,0.0056,2.2509,,"Joint FAO/WHO Meeting on Pesticide Residues Report 2000, 2005",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928949,ToxVal00025_11ac635c070d0f8b
,Triclopyr,55335-06-3,OC(COc(nc(c(Cl)c1)Cl)c1Cl)=O,DTXSID0032497,,371,371_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,710,mg/kg,256.472,0.0028,2.5578,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928950,ToxVal00025_20e233dcfa788679
,Neburon,555-37-3,CCCCN(C)C(Nc(cc1)cc(Cl)c1Cl)=O,DTXSID4042200,,372,372_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,275.178,0.0363,1.4396,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928951,ToxVal00025_34eb58eb684f0eb0
,Pyridate,55512-33-9,CCCCCCCCSC(Oc1cc(Cl)nnc1-c1ccccc1)=O,DTXSID2032639,,373,373_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,2000,mg/kg,378.923,0.0053,2.2775,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928952,ToxVal00025_d836947c20a17633
,Methyl isothiocyanate,556-61-6,CN=C=S,DTXSID2027204,,374,374_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,72,mg/kg,73.1188,0.0010,3.0067,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928953,ToxVal00025_3586a272a753f416
,Alloxydim,55634-91-8,CCC/C(\C(C(CC(C)(C)C1C(OC)=O)=O)=C1O)=N\OCC=C,DTXSID8047210,,375,375_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2260,mg/kg,323.388,0.0070,2.1556,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928954,ToxVal00025_cee3494cef020871
,Mepronil,55814-41-0,CC(C)Oc1cccc(NC(c2c(C)cccc2)=O)c1,DTXSID1037565,,376,376_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,269.343,0.0371,1.4303,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928955,ToxVal00025_c0f01f1e9f0521cd
,Isouron,55861-78-4,CC(C)c1cc(NC(N(C)C)=O)n[o]1,DTXSID1042079,,377,377_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,630,mg/kg,197.237,0.0032,2.4956,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928956,ToxVal00025_2622fc2597413091
,Chlorpyrifos-methyl,5598-13-0,COP(OC)(Oc(nc(c(Cl)c1)Cl)c1Cl)=S,DTXSID6032352,,378,378_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,3000,mg/kg,322.536,0.0093,2.0315,,WHO/FAO Report 33; Joint FAO/WHO Meeting on Pesticide Residues Report 1993,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928957,ToxVal00025_0ab3cc4270d37391
,Parathion,56-38-2,CCOP(OCC)(Oc(cc1)ccc1[N+]([O-])=O)=S,DTXSID7021100,,379,379_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,13,mg/kg,291.263,0.0000,4.3503,,"Health and Safety Guide 74; IARC 30, Suppl. 7; International Chemical Safety Card 6; Joint FAO/WHO Meeting on Pesticide Residues Report 1996b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928958,ToxVal00025_537f7c7c640a1e8a
,Coumaphos,56-72-4,CCOP(OCC)(Oc(cc1)cc(OC2=O)c1C(C)=C2Cl)=S,DTXSID2020347,,380,380_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,7.1,mg/kg,362.769,0.0000,4.7084,,International Chemical Safety Card 422; Joint FAO/WHO Meeting on Pesticide Residues Report 1991,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928959,ToxVal00025_0fe4c38b9312d9c8
,Difenacoum,56073-07-5,OC(c(cccc1)c1O1)=C(C(CC(C2)c(cc3)ccc3-c3ccccc3)c3c2cccc3)C1=O,DTXSID2058128,,381,381_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1.8,mg/kg,444.529,0.0000,5.3926,,Environmental Health Criteria Monograph 175; Health and Safety Guide 95,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928960,ToxVal00025_7d9e097f0993ccbd
,Brodifacoum,56073-10-0,OC(c(cccc1)c1O1)=C(C(CC(C2)c(cc3)ccc3-c(cc3)ccc3Br)c3c2cccc3)C1=O,DTXSID5032529,,382,382_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,0.3,mg/kg,523.425,0.0000,6.2417,,WHO/FAO Report 57; Environmental Health Criteria Monograph 175; Health and Safety Guide 93,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928961,ToxVal00025_097acf55b4f8eb2c
,Ethion,563-12-2,CCOP(OCC)(SCSP(OCC)(OCC)=S)=S,DTXSID2024086,,383,383_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,208,mg/kg,384.482,0.0005,3.2668,,International Chemical Safety Card 888; Joint FAO/WHO Meeting on Pesticide Residues Report 1991,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928962,ToxVal00025_816aa4470dfa23d4
,Flurprimidol,56425-91-3,CC(C)C(c(cc1)ccc1OC(F)(F)F)(c1cncnc1)O,DTXSID3024108,,384,384_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,709,mg/kg,312.29,0.0023,2.6439,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928963,ToxVal00025_1c10e8f84bd27837
,Strychnine,57-24-9,O=C(C[C@@H]1OCC=C2[C@H](C3)[C@@H]1[C@H]1[C@@]4(CC5)[C@H]3N5C2)N1c1c4cccc1,DTXSID6023600,,385,385_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,16,mg/kg,334.418,0.0000,4.3202,,International Chemical Safety Card 197,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928964,ToxVal00025_8af96c2960361473
,Chlordane,57-74-9,ClC(CC(C1C(C2(Cl)Cl)(C(Cl)=C3Cl)Cl)C23Cl)C1Cl,DTXSID7020267,,386,386_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,460,mg/kg,409.782,0.0011,2.9498,,WHO/FAO Report 36; Environmental Health Criteria Monograph 34; Health and Safety Guide 13; IARC 79; International Chemical Safety Card 740; Joint FAO/WHO Meeting on Pesticide Residues Report 1995a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928965,ToxVal00025_4cfd458ec622f01c
,Tolclofos-methyl,57018-04-9,Cc(cc1Cl)cc(Cl)c1OP(OC)(OC)=S,DTXSID0034776,,387,387_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,5000,mg/kg,301.129,0.0166,1.7798,,Joint FAO/WHO Meeting on Pesticide Residues Report 1995b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928966,ToxVal00025_53976300f69a3c12
,Pyroquilon,57369-32-1,O=C(CC1)N2c3c1cccc3CC2,DTXSID6058132,,388,388_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,320,mg/kg,173.214,0.0018,2.7334,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928967,ToxVal00025_c5c27444cf7ba73a
,Furalaxyl,57646-30-7,CC(C(OC)=O)N(C(c1ccc[o]1)=O)c1c(C)cccc1C,DTXSID4047543,,389,389_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,940,mg/kg,301.341,0.0031,2.5059,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928968,ToxVal00025_56f4720c480ba23b
,Clopyralid,1702-17-6,OC(c(nc(cc1)Cl)c1Cl)=O,DTXSID9029221,,390,390_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,4300,mg/kg,192.001,0.0224,1.6498,,International Chemical Safety Card 443,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928969,ToxVal00025_f2296b2e7907172e
,Metalaxyl,57837-19-1,CC(C(OC)=O)N(C(COC)=O)c1c(C)cccc1C,DTXSID6024175,,391,391_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,670,mg/kg,279.335,0.0024,2.6201,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1983, 2003b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928970,ToxVal00025_095cbddb3038a057
,Cymoxanil,57966-95-7,CCNC(NC(/C(\C#N)=N/OC)=O)=O,DTXSID6032358,,392,392_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1196,mg/kg,198.181,0.0060,2.2193,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928971,ToxVal00025_37b3f03d305e19ec
,Lindane,58-89-9,Cl[C@H]([C@H]([C@@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)[C@H]1Cl,DTXSID2020686,,393,393_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,88,mg/kg,290.832,0.0003,3.5192,,International Chemical Safety Card 53; Joint FAO/WHO Meeting on Pesticide Residues Report 2003b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928972,ToxVal00025_417803997d0f3914
,Pyrazolynate,58011-68-0,Cc1n[n](C)c(OS(c2ccc(C)cc2)(=O)=O)c1C(c(ccc(Cl)c1)c1Cl)=O,DTXSID1058133,,394,394_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,9550,mg/kg,439.318,0.0217,1.6628,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928973,ToxVal00025_edb06ae6d9e41a59
,Coumatetralyl,5836-29-3,OC(c(cccc1)c1O1)=C(C(CCC2)c3c2cccc3)C1=O,DTXSID8041799,,395,395_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,16,mg/kg,292.333,0.0001,4.2618,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928974,ToxVal00025_6f0ce2b3ac040927
,Allethrin,584-79-2,CC(C)(C1C=C(C)C)C1C(OC(C1)C(C)=C(CC=C)C1=O)=O,DTXSID8035180,,396,396_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,685,mg/kg,302.412,0.0023,2.6449,,Environmental Health Criteria Monograph 87; Health and Safety Guide 24; International Chemical Safety Card 212; Joint FAO/WHO Meeting on Pesticide Residues Report 1965a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928975,ToxVal00025_20b12df3ce180059
