Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM(g/mol),Operación,pLD50,,long_ref,,source_url,toxval_id,chemical_id
,Sodium metabisulfite,7681-57-4,[O-]S(S([O-])(=O)=O)=O.[Na+].[Na+],DTXSID0029684,,713,713_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1131,mg/kg-day,190.107,0.0059,2.2255,,INT J TOXICOL 22:63-88,,https://www.ng.cosmosdb.eu/,24885,ToxVal00029_804ceb8cb7191bf6
,Diammonium peroxydisulfate,7727-54-0,OS(OOS(O)(=O)=O)(=O)=O.N.N,DTXSID9029691,,714,714_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,495,mg/kg-day,228.202,0.0022,2.6637,,INT J TOXICOL 20:7-21,,https://www.ng.cosmosdb.eu/,24910,ToxVal00029_d980812b14bdee9d
,Potassium nitrate,7757-79-1,[O-][N+]([O-])=O.[K+],DTXSID4029692,,715,715_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3750,mg/kg-day,101.102,0.0371,1.4307,,NIPPON YAKURIGAKU ZASSHI 81:469-480,,https://www.ng.cosmosdb.eu/,24932,ToxVal00029_eed22d58628fa8e6
,Potassium nitrate,7757-79-1,[O-][N+]([O-])=O.[K+],DTXSID4029692,,716,716_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,1166,mg/kg-day,101.102,0.0115,1.9381,,SOUTHWEST VET 27:246-248,,https://www.ng.cosmosdb.eu/,24933,ToxVal00029_eed22d58628fa8e6
,"Dithionous acid, disodium salt",7775-14-6,[O-]S(S([O-])=O)=O.[Na+].[Na+],DTXSID9029697,,717,717_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,1000,mg/kg-day,174.108,0.0057,2.2408,,J AM MED ASSOC 92:1919-1920,,https://www.ng.cosmosdb.eu/,24936,ToxVal00029_beadc80b1feebc21
,Potassium sulfate,7778-80-5,[O-]S([O-])(=O)=O.[K+].[K+],DTXSID6029701,,718,718_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,6600,mg/kg-day,174.258,0.0379,1.4216,,GIG SANIT 50:24,,https://www.ng.cosmosdb.eu/,24939,ToxVal00029_f21efb0974f5e1b2
,Ammonium sulfate,7783-20-2,OS(O)(=O)=O.N.N,DTXSID1029704,,719,719_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3000,mg/kg-day,132.14,0.0227,1.6439,,CAN J COMP MED 12:216-218,,https://www.ng.cosmosdb.eu/,24949,ToxVal00029_4e7d4a89c1fdf3c7
,Ammonium sulfate,7783-20-2,OS(O)(=O)=O.N.N,DTXSID1029704,,720,720_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,3040,mg/kg-day,132.14,0.023,1.6382,,ARCH TOXICOL 64:262-268,,https://www.ng.cosmosdb.eu/,24950,ToxVal00029_4e7d4a89c1fdf3c7
,2-Acetylthiazole,24295-03-2,CC(c1ncc[s]1)=O,DTXSID0030162,,721,721_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,614,mg/kg-day,127.167,0.0048,2.3162,,FEM OOOO60 8:2075,,https://www.ng.cosmosdb.eu/,24955,ToxVal00029_73a1642191a022c5
,Acesulfame potassium,55589-62-3,CC(OS([N-]1)(=O)=O)=CC1=O.[K+],DTXSID1030606,,722,722_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,7431,mg/kg-day,201.243,0.0369,1.4327,,FAP,,https://www.ng.cosmosdb.eu/,24985,ToxVal00029_4279050b00f0675b
,Acetal,105-57-7,CCOC(C)OCC,DTXSID6030607,,723,723_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4570,mg/kg-day,118.175,0.0387,1.4126,,J IND HYG TOXICOL 31:343,,https://www.ng.cosmosdb.eu/,24987,ToxVal00029_4f7259a24792e0b1
,Pyridoxine hydrochloride,58-56-0,Cc1ncc(CO)c(CO)c1O.Cl,DTXSID1040792,,724,724_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5500,mg/kg-day,205.64,0.0267,1.5727,,PROC SOC EXP BIOL MED 43:116-118; J PHARMACOL EXP THER 70:400-407,,https://www.ng.cosmosdb.eu/,24996,ToxVal00029_f0f599505b4adc6a
,D-alpha-Tocopheryl acetate,58-95-7,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@](C)(CC1)Oc(c(C)c2C)c1c(C)c2OC(C)=O,DTXSID1031096,,725,725_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,16000,mg/kg-day,472.751,0.0338,1.4705,,GRM,,https://www.ng.cosmosdb.eu/,25017,ToxVal00029_846f2949ee2d7f23
,D-alpha-Tocopheryl acetate,58-95-7,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@](C)(CC1)Oc(c(C)c2C)c1c(C)c2OC(C)=O,DTXSID1031096,,726,726_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,16000,mg/kg-day,472.751,0.0338,1.4705,,GRM,,https://www.ng.cosmosdb.eu/,25018,ToxVal00029_846f2949ee2d7f23
,D-alpha-Tocopheryl acetate,58-95-7,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@](C)(CC1)Oc(c(C)c2C)c1c(C)c2OC(C)=O,DTXSID1031096,,727,727_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,16000,mg/kg-day,472.751,0.0338,1.4705,,GRM,,https://www.ng.cosmosdb.eu/,25019,ToxVal00029_846f2949ee2d7f23
,D-alpha-Tocopheryl acetate,58-95-7,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@](C)(CC1)Oc(c(C)c2C)c1c(C)c2OC(C)=O,DTXSID1031096,,728,728_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,16000,mg/kg-day,472.751,0.0338,1.4705,,GRM,,https://www.ng.cosmosdb.eu/,25020,ToxVal00029_846f2949ee2d7f23
,DL-Alanine,302-72-7,CC(C(O)=O)N,DTXSID6031255,,729,729_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,7870,mg/kg-day,89.0936,0.0883,1.0539,,FAP,,https://www.ng.cosmosdb.eu/,25025,ToxVal00029_2a6cabe70f76c21d
,Polyvinyl alcohol,9002-89-5,C=CO,DTXSID4031930,,730,730_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,21500,mg/kg-day,44.0528,0.4881,0.3115,,FAP,,https://www.ng.cosmosdb.eu/,25032,ToxVal00029_5d637cc6349f000f
,Polyvinyl alcohol,9002-89-5,C=CO,DTXSID4031930,,731,731_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,20000,mg/kg-day,44.0528,0.454,0.3429,,FAP,,https://www.ng.cosmosdb.eu/,25033,ToxVal00029_5d637cc6349f000f
,"2,2-Dibromo-3-nitrilopropionamide",10222-01-2,NC(C(C#N)(Br)Br)=O,DTXSID5032361,,732,732_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,118,mg/kg-day,241.87,0.0005,3.3117,,FAP,,https://www.ng.cosmosdb.eu/,25041,ToxVal00029_494933710a5bd67b
,"2,2-Dibromo-3-nitrilopropionamide",10222-01-2,NC(C(C#N)(Br)Br)=O,DTXSID5032361,,733,733_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,118,mg/kg-day,241.87,0.0005,3.3117,,FAP,,https://www.ng.cosmosdb.eu/,25042,ToxVal00029_494933710a5bd67b
,"2,2-Dibromo-3-nitrilopropionamide",10222-01-2,NC(C(C#N)(Br)Br)=O,DTXSID5032361,,734,734_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,178,mg/kg-day,241.87,0.0007,3.1332,,FAP,,https://www.ng.cosmosdb.eu/,25043,ToxVal00029_494933710a5bd67b
,Farnesol,4602-84-0,CC(C)=CCCC(C)=CCCC(C)=CCO,DTXSID3032389,,735,735_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,6000,mg/kg-day,222.37,0.027,1.5689,,FOOD ADDITIVES HANDBOOK (R.J. LEWIS) PAGE 215,,https://www.ng.cosmosdb.eu/,25045,ToxVal00029_4643a4965186a588
,SULFAMIC ACID,-,NS(O)(=O)=O,NODTXSID,,736,736_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1600,mg/kg-day,97.0938,0.0165,1.7831,,GRM,,https://www.ng.cosmosdb.eu/,25055,ToxVal00029_b1ea0823b365ebc2
,gamma-Nonanolactone,104-61-0,CCCCCCC(C1)OC1=O,DTXSID0034229,,737,737_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,6600,mg/kg-day,156.224,0.0422,1.3742,,FOOD COSMET TOXICOL 13:889-890,,https://www.ng.cosmosdb.eu/,25059,ToxVal00029_520190606920c54d
,gamma-Nonanolactone,104-61-0,CCCCCCC(C1)OC1=O,DTXSID0034229,,738,738_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,3440,mg/kg-day,156.224,0.022,1.6572,,FOOD COSMET TOXICOL 13:889-890,,https://www.ng.cosmosdb.eu/,25060,ToxVal00029_520190606920c54d
,5-Heptyldihydro-2(3H)-furanone,104-67-6,CCCCCCCC(CC1)OC1=O,DTXSID4034287,,739,739_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,18500,mg/kg-day,184.278,0.1004,0.9983,,FOOD COSMET TOXICOL 2:327,,https://www.ng.cosmosdb.eu/,25062,ToxVal00029_cde65e9c929f6f5a
,Calcium hydroxide,1305-62-0,[OH-].[OH-].[Ca+2],DTXSID7034410,,740,740_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,7340,mg/kg-day,74.0919,0.0991,1.0041,,AM IND HYG ASSOC J 30:470,,https://www.ng.cosmosdb.eu/,25068,ToxVal00029_f0ec3c782f7e0fd8
,Calcium hydroxide,1305-62-0,[OH-].[OH-].[Ca+2],DTXSID7034410,,741,741_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,7300,mg/kg-day,74.0919,0.0985,1.0064,,FOOD ADDITIVES HANDBOOK (RJ LEWIS) PAGES 110-111,,https://www.ng.cosmosdb.eu/,25069,ToxVal00029_f0ec3c782f7e0fd8
,DISODIUM CYANODITHIOIMIDOCARBONATE,-,N#CN=C([S-])[S-].[Na+].[Na+],NODTXSID,,742,742_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1400,mg/kg-day,162.148,0.0086,2.0638,,FAP,,https://www.ng.cosmosdb.eu/,25078,ToxVal00029_9164a46ef315bddf
,Copper sulfate,7758-98-7,[O-]S([O-])(=O)=O.[Cu+2],DTXSID6034479,,743,743_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,300,mg/kg-day,159.608,0.0019,2.7259,,HANDBOOK OF TOXICOLOGY 1:76,,https://www.ng.cosmosdb.eu/,25111,ToxVal00029_338234a199bbb7db
,Copper sulfate,7758-98-7,[O-]S([O-])(=O)=O.[Cu+2],DTXSID6034479,,744,744_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,321,mg/kg-day,159.608,0.002,2.6965,,ENVIRON HEALTH PERSPECT 106:497-503,,https://www.ng.cosmosdb.eu/,25112,ToxVal00029_338234a199bbb7db
,Potassium iodide,7681-11-0,[K+].[I-],DTXSID7034836,,745,745_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4800,mg/kg-day,165.998,0.0289,1.5389,,FAP,,https://www.ng.cosmosdb.eu/,25168,ToxVal00029_fd3b8cd32042dfc9
,Potassium iodide,7681-11-0,[K+].[I-],DTXSID7034836,,746,746_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1862,mg/kg-day,165.998,0.0112,1.9501,,J PHARM EXP THER 120:171-178,,https://www.ng.cosmosdb.eu/,25169,ToxVal00029_fd3b8cd32042dfc9
,POTASSIUM PERMANGANATE,-,[O-][Mn](=O)(=O)=O.[K+],NODTXSID,,747,747_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1090,mg/kg-day,158.032,0.0069,2.1613,,AM IND HYG ASSOC J 30:470-476,,https://www.ng.cosmosdb.eu/,25170,ToxVal00029_85e7c0e4e2ce25ce
,Sodium bisulfite,7631-90-5,[O-]S(O)=O.[Na+],DTXSID8034902,,748,748_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1030,mg/kg-day,104.061,0.0099,2.0045,,GRM,,https://www.ng.cosmosdb.eu/,25191,ToxVal00029_4d2f26dcd07de4d6
,Sodium bisulfite,7631-90-5,[O-]S(O)=O.[Na+],DTXSID8034902,,749,749_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1480,mg/kg-day,104.061,0.0142,1.847,,GRM,,https://www.ng.cosmosdb.eu/,25192,ToxVal00029_4d2f26dcd07de4d6
,Sodium bisulfite,7631-90-5,[O-]S(O)=O.[Na+],DTXSID8034902,,750,750_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,1230,mg/kg-day,104.061,0.0118,1.9274,,GRM,,https://www.ng.cosmosdb.eu/,25193,ToxVal00029_4d2f26dcd07de4d6
,Sodium bisulfite,7631-90-5,[O-]S(O)=O.[Na+],DTXSID8034902,,751,751_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,1000,mg/kg-day,104.061,0.0096,2.0173,,GRM,,https://www.ng.cosmosdb.eu/,25194,ToxVal00029_4d2f26dcd07de4d6
,Thymol,89-83-8,CC(C)c(ccc(C)c1)c1O,DTXSID6034972,,752,752_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,640,mg/kg-day,150.22,0.0043,2.3705,,J OSAKA CITY MED CENTER 5:111-118,,https://www.ng.cosmosdb.eu/,25241,ToxVal00029_ea931f95403ab710
,10-Undecenoic acid,112-38-9,C=CCCCCCCCCC(O)=O,DTXSID8035001,,753,753_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2300,mg/kg-day,184.278,0.0125,1.9037,,J PHARMAC EXP THER 98:31,,https://www.ng.cosmosdb.eu/,25266,ToxVal00029_bd3cfea0886c3dee
,10-Undecenoic acid,112-38-9,C=CCCCCCCCCC(O)=O,DTXSID8035001,,754,754_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2500,mg/kg-day,184.278,0.0136,1.8675,,J PHARMACOL EXPTL THERAP 98:31-32,,https://www.ng.cosmosdb.eu/,25267,ToxVal00029_bd3cfea0886c3dee
,Zinc chloride,7646-85-7,[Cl-].[Cl-].[Zn+2],DTXSID2035013,,755,755_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,750,mg/kg-day,136.296,0.0055,2.2594,,GRM,,https://www.ng.cosmosdb.eu/,25272,ToxVal00029_747d138c114f1849
,Zinc chloride,7646-85-7,[Cl-].[Cl-].[Zn+2],DTXSID2035013,,756,756_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,750,mg/kg-day,136.296,0.0055,2.2594,,GRM,,https://www.ng.cosmosdb.eu/,25273,ToxVal00029_747d138c114f1849
,2-Phenylethyl propionate,122-70-3,CCC(OCCc1ccccc1)=O,DTXSID6035156,,757,757_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4000,mg/kg-day,178.23,0.0224,1.6489,,FOOD COSMET TOXICOL 12:963,,https://www.ng.cosmosdb.eu/,25292,ToxVal00029_71d95f5904a6e7bd
,alpha-Ionone,127-41-3,CC1(C)C(/C=C/C(C)=O)C(C)=CCC1,DTXSID0035160,,758,758_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4590,mg/kg-day,192.301,0.0239,1.6222,,FOOD COSMET TOXICOL 13:545-554,,https://www.ng.cosmosdb.eu/,25299,ToxVal00029_611be2e7654edcd6
,1-Octen-3-ol,3391-86-4,CCCCCC(C=C)O,DTXSID3035214,,759,759_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,340,mg/kg-day,128.214,0.0027,2.5765,,FOOD COSMET TOXICOL 14:681,,https://www.ng.cosmosdb.eu/,25308,ToxVal00029_69d27793666ae7c2
,Monosodium phosphate,7558-80-7,[O-]P(O)(O)=O.[Na+],DTXSID7035222,,760,760_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4100,mg/kg-day,119.976,0.0342,1.4663,,GRM,,https://www.ng.cosmosdb.eu/,25313,ToxVal00029_f4d681ed9bce7d7f
,Monosodium phosphate,7558-80-7,[O-]P(O)(O)=O.[Na+],DTXSID7035222,,761,761_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,3700,mg/kg-day,119.976,0.0308,1.5109,,GRM,,https://www.ng.cosmosdb.eu/,25314,ToxVal00029_f4d681ed9bce7d7f
,Monosodium phosphate,7558-80-7,[O-]P(O)(O)=O.[Na+],DTXSID7035222,,762,762_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,2000,mg/kg-day,119.976,0.0167,1.7781,,GRM,,https://www.ng.cosmosdb.eu/,25315,ToxVal00029_f4d681ed9bce7d7f
,Trisodium phosphate,7601-54-9,[O-]P([O-])([O-])=O.[Na+].[Na+].[Na+],DTXSID2035223,,763,763_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4100,mg/kg-day,163.94,0.025,1.6019,,FOOD CHEM TOXICOL 39:759-786,,https://www.ng.cosmosdb.eu/,25323,ToxVal00029_e2eacf6285992843
,Monobasic potassium phosphate,7778-77-0,[O-]P(O)(O)=O.[K+],DTXSID0035667,,764,764_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2820,mg/kg-day,136.084,0.0207,1.6836,,GRM,,https://www.ng.cosmosdb.eu/,25333,ToxVal00029_8b73165d18d70518
,Monobasic potassium phosphate,7778-77-0,[O-]P(O)(O)=O.[K+],DTXSID0035667,,765,765_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,3200,mg/kg-day,136.084,0.0235,1.6287,,GRM,,https://www.ng.cosmosdb.eu/,25334,ToxVal00029_8b73165d18d70518
,Calcium carbonate,471-34-1,[O-]C([O-])=O.[Ca+2],DTXSID3036238,,766,766_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,6450,mg/kg-day,100.086,0.0644,1.1908,,FOOD ADDITIVES HANDBOOK (R.J. LEWIS) PAGES 107-108,,https://www.ng.cosmosdb.eu/,25355,ToxVal00029_5e74f093eafba776
,Potassium carbonate,584-08-7,[O-]C([O-])=O.[K+].[K+],DTXSID2036245,,767,767_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2900,mg/kg-day,138.204,0.021,1.6781,,GRM,,https://www.ng.cosmosdb.eu/,25361,ToxVal00029_f4d646f552e8cb64
,Potassium carbonate,584-08-7,[O-]C([O-])=O.[K+].[K+],DTXSID2036245,,768,768_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1800,mg/kg-day,138.204,0.013,1.8852,,GRM,,https://www.ng.cosmosdb.eu/,25362,ToxVal00029_f4d646f552e8cb64
,Pentasodium triphosphate,7758-29-4,[O-]P([O-])(OP([O-])(OP([O-])([O-])=O)=O)=O.[Na+].[Na+].[Na+].[Na+].[Na+],DTXSID9036307,,769,769_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1700,mg/kg-day,367.862,0.0046,2.3352,,GRM,,https://www.ng.cosmosdb.eu/,25376,ToxVal00029_37535fea69d22be6
,Pentasodium triphosphate,7758-29-4,[O-]P([O-])(OP([O-])(OP([O-])([O-])=O)=O)=O.[Na+].[Na+].[Na+].[Na+].[Na+],DTXSID9036307,,770,770_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2380,mg/kg-day,367.862,0.0065,2.1891,,GRM,,https://www.ng.cosmosdb.eu/,25377,ToxVal00029_37535fea69d22be6
,Pentasodium triphosphate,7758-29-4,[O-]P([O-])(OP([O-])(OP([O-])([O-])=O)=O)=O.[Na+].[Na+].[Na+].[Na+].[Na+],DTXSID9036307,,771,771_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,1410,mg/kg-day,367.862,0.0038,2.4165,,GRM,,https://www.ng.cosmosdb.eu/,25378,ToxVal00029_37535fea69d22be6
,Pentasodium triphosphate,7758-29-4,[O-]P([O-])(OP([O-])(OP([O-])([O-])=O)=O)=O.[Na+].[Na+].[Na+].[Na+].[Na+],DTXSID9036307,,772,772_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,2500,mg/kg-day,367.862,0.0068,2.1677,,GRM,,https://www.ng.cosmosdb.eu/,25379,ToxVal00029_37535fea69d22be6
,Calcium disodium ethylenediaminetetraacetate,62-33-9,[O-]C(CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)=O.[Na+].[Na+].[Ca+2],DTXSID2036409,,773,773_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,12000,mg/kg-day,374.269,0.0321,1.494,,FAP,,https://www.ng.cosmosdb.eu/,25403,ToxVal00029_de2107dd203537f1
,Calcium disodium ethylenediaminetetraacetate,62-33-9,[O-]C(CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)=O.[Na+].[Na+].[Ca+2],DTXSID2036409,,774,774_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,10000,mg/kg-day,374.269,0.0267,1.5732,,FAP,,https://www.ng.cosmosdb.eu/,25404,ToxVal00029_de2107dd203537f1
,Calcium disodium ethylenediaminetetraacetate,62-33-9,[O-]C(CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)=O.[Na+].[Na+].[Ca+2],DTXSID2036409,,775,775_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,7000,mg/kg-day,374.269,0.0187,1.7281,,FAP,,https://www.ng.cosmosdb.eu/,25405,ToxVal00029_de2107dd203537f1
,Methyl cellulose,9004-67-5,COCC(C(C(C1OC)OC)OC(C(C2O)O)OC(CO)C2OC)OC1OC,DTXSID1036919,,776,776_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,12300,mg/kg-day,412.43,0.0298,1.5254,,GRP,,https://www.ng.cosmosdb.eu/,25431,ToxVal00029_249711ee6c3bd149
,Methyl cellulose,9004-67-5,COCC(C(C(C1OC)OC)OC(C(C2O)O)OC(CO)C2OC)OC1OC,DTXSID1036919,,777,777_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,10000,mg/kg-day,412.43,0.0242,1.6154,,GRP,,https://www.ng.cosmosdb.eu/,25432,ToxVal00029_249711ee6c3bd149
,Methyl cellulose,9004-67-5,COCC(C(C(C1OC)OC)OC(C(C2O)O)OC(CO)C2OC)OC1OC,DTXSID1036919,,778,778_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,5930,mg/kg-day,412.43,0.0144,1.8423,,GRP,,https://www.ng.cosmosdb.eu/,25433,ToxVal00029_249711ee6c3bd149
,Methyl cellulose,9004-67-5,COCC(C(C(C1OC)OC)OC(C(C2O)O)OC(CO)C2OC)OC1OC,DTXSID1036919,,779,779_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,13200,mg/kg-day,412.43,0.032,1.4948,,GRP,,https://www.ng.cosmosdb.eu/,25434,ToxVal00029_249711ee6c3bd149
,Hydroxypropyl methyl cellulose,9004-65-3,CC(COC[C@H]([C@H]([C@@H]([C@H]1OCC(C)O)OCC(C)O)OCC(C)O)O[C@H]1O[C@H]([C@@H](COCC(C)O)O[C@H]([C@@H]1OCC(C)O)OCC(C)O)[C@@H]1OCC(C)O)O.COC[C@H]([C@H]([C@@H]([C@H]1OC)OC)OC)O[C@H]1O[C@H]([C@@H](COC)O[C@H]([C@@H]1OC)OC)[C@@H]1OC,DTXSID7037054,,780,780_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4000,mg/kg-day,1261.44,0.0032,2.4988,,FAP,,https://www.ng.cosmosdb.eu/,25462,ToxVal00029_87e9c010a930015b
,2-Phenylpropan-1-ol,1123-85-9,CC(CO)c1ccccc1,DTXSID8037756,,781,781_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2300,mg/kg-day,136.193,0.0169,1.7724,,FOOD COSMET TOXICOL 13:547,,https://www.ng.cosmosdb.eu/,25465,ToxVal00029_7ad9a44328678698
,10-Undecen-1-al,112-45-8,C=CCCCCCCCCC=O,DTXSID3037757,,782,782_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,168.279,0.0297,1.5271,,FOOD COSMET TOXICOL 11:479,,https://www.ng.cosmosdb.eu/,25467,ToxVal00029_f3643dc4eb6332a8
,Ethyl benzoate,93-89-0,CCOC(c1ccccc1)=O,DTXSID3038696,,783,783_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2100,mg/kg-day,150.176,0.014,1.8544,,J PHARMACOL EXP THER 84:358-362,,https://www.ng.cosmosdb.eu/,25470,ToxVal00029_b1c867d278311003
,Ethyl benzoate,93-89-0,CCOC(c1ccccc1)=O,DTXSID3038696,,784,784_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,2630,mg/kg-day,150.176,0.0175,1.7566,,J PHARMACOL EXP THER 84:358-362,,https://www.ng.cosmosdb.eu/,25471,ToxVal00029_b1c867d278311003
,Diethyl butanedioate,123-25-1,CCOC(CCC(OCC)=O)=O,DTXSID2038732,,785,785_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,8530,mg/kg-day,174.195,0.049,1.3101,,FOOD COSMET TOXICOL 16:707,,https://www.ng.cosmosdb.eu/,25474,ToxVal00029_233671815030d900
,Thiamine nitrate,532-43-4,Cc1c(CCO)[s]c[n+]1Cc1c(N)nc(C)nc1.[O-][N+]([O-])=O,DTXSID4038762,,786,786_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,7000,mg/kg-day,327.364,0.0214,1.6699,,BITAMIN 31:309-314,,https://www.ng.cosmosdb.eu/,25475,ToxVal00029_609aa584cebbefbf
,Butyl 4-oxopentanoate,2052-15-5,CCCCOC(CCC(C)=O)=O,DTXSID3038800,,787,787_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,172.223,0.029,1.5371,,FOOD CHEM TOXICOL 21:655,,https://www.ng.cosmosdb.eu/,25479,ToxVal00029_a8df9af79ed2c50d
